"Record ID","Nome da empresa","Proprietário da empresa","Data de criação","Número de telefone","Data da última atividade","Cidade","País/Região","Setor","Valor da venda recente","Valor total dos negócios abertos"
"8690726566","Palomax","","2022-05-13 13:42","","","","Brazil","","",""
"8690719800","Ayumi Supermercados","Leonardo Marinzek","2022-05-13 13:42","","2022-06-22 10:46","","Brazil","","",""
"8690726565","Center Box","","2022-05-13 13:42"," +55 (85) 3482-0008","","Fortaleza","Brazil","","",""
"8690703622","Giga","","2022-05-13 13:42","","","","Brazil","","",""
"8690279205","Compre Bem Supermercados","","2022-05-13 13:42","","","","Brazil","","",""
"8650718036","yarabrasil","","2022-05-10 15:34"," +55 51 3230-1300","","Port Ategre","Brazil","Produtos químicos","",""
"8644842262","Mante","","2022-05-10 10:06","","","Rio De Janeiro","Brazil","Farmacêutica","",""
"8645314332","Johnson e johnson","Julia Borges","2022-05-10 10:06"," +1 843-577-1444","2022-09-30 08:40","New Brunswick","United States","Farmacêutica","",""
"8636733541","Rutech","","2022-05-09 16:10","","2022-05-09 16:12","","Brazil","","",""
"8635286101","Iquagami Supermercados","Leonardo Marinzek","2022-05-09 13:51","","2022-06-10 10:00","","Brazil","","",""
"8634096910","Infracommerce","","2022-05-09 13:01"," +55 11 3848-1300","2022-05-13 12:45","São Paulo","Brazil","Software de computador","",""
"8619493656","Fazendamarambaia","","2022-05-06 13:54","","2022-06-24 11:54","","Brazil","","",""
"8617301540","Andorinha Hipercenter","","2022-05-06 11:29","","2022-06-01 10:57","São Paulo","Brazil","","",""
"8617299328","smalvorada.net","","2022-05-06 11:26","","","","","","",""
"8617318657","BIG BOX","","2022-05-06 11:26"," +55 (61) 3321-3021","2022-07-13 11:18","Brasília","Brazil","Varejo","",""
"8617763385","Supermercados Inter","","2022-05-06 11:26","","","","Brazil","Supermercados","",""
"8617840691","SEFA","","2022-05-06 11:26","","","Santo Antônio de Jesus","Brazil","","",""
"8599777825","NIMGenetics","","2022-05-04 13:54"," +34 910 37 83 54","2022-09-20 10:26","Madrid","Spain","Biotecnologia","217872.0",""
"8583472504","Agrogalaxy","Leonardo Marinzek","2022-05-02 16:53","","2023-04-10 15:36","","","","",""
"8583529773","Caramuru Alimentos","","2022-05-02 16:53"," +55 11 3021-4830","","Itumbiara","Brazil","Alimentos e bebidas","",""
"8580492060","Syngenta","","2022-05-02 14:03","","2022-05-30 19:37","Wilmington","United States","","",""
"8551871649","Pagaleve","Carlos Vinicius Navarrete (Deactivated User)","2022-04-28 16:33","","2023-01-10 13:06","","","Serviços financeiros","",""
"8546950583","Gluglu / I9 distribuidora de rações","","2022-04-27 21:01"," +55 21 3938-5075","2022-04-28 10:48","Rio De Janeiro","Brazil","","",""
"8526139170","Coopsp","","2022-04-25 11:09","","","","Brazil","","",""
"8526168161","Negrao","","2022-04-25 11:09","","","","Brazil","","",""
"8526106145","Ipiranga","","2022-04-25 11:09","","","Rio de Janeiro","Brazil","","",""
"8526112550","smboa.com.br","","2022-04-25 11:09","","2022-05-17 14:43","","","","",""
"8498261276","Cooperativa COMIGO","","2022-04-20 16:06","","","","Brazil","","",""
"8498268805","Coasul","","2022-04-20 16:06","","","São João","Brazil","Agricultura","",""
"8489143970","Prima Foods","Pedro Alvim","2022-04-19 10:52","","2022-05-19 16:13","","","","",""
"8489158788","Grupo Montesanto Tavares","","2022-04-19 10:52"," +55 31 3308-6201","","Belo Horizonte","Brazil","","",""
"8489070091","Alibem Alimentos S.A","","2022-04-19 10:52","55 51 2123 5000","2022-05-17 14:08","Porto Alegre","Brazil","Produção de alimentos","",""
"8489011754","AESC","","2022-04-19 10:17","","","Caxias Do Sul","Brazil","","",""
"8457294361","Auroracoop","","2022-04-13 15:46","","","","Brazil","","",""
"8446760726","Lojaemporioh","","2022-04-12 09:42","","2022-04-28 10:45","","","","",""
"8419949746","Eumais","","2022-04-07 19:47","","2022-04-07 20:03","","Brazil","","",""
"8411324021","superagro.agr.br","","2022-04-06 22:46","","2022-04-10 15:57","","","","",""
"8371798959","Almee","","2022-04-01 15:28","","2022-04-01 15:28","","","","",""
"8345069910","Aperam","","2022-03-29 19:48","","","Luxembourg","","Mineração e metais","",""
"8345238333","Egali Intercâmbio","","2022-03-29 19:48","","","Porto Alegre","Brazil","Lazer, viagens e turismo","",""
"8345212704","NotCo","","2022-03-29 19:48","","","New York","United States","Biotecnologia","",""
"8345172918","SNEF BRASIL","","2022-03-29 19:48","","","Belo Horizonte","Brazil","Engenharia civil","",""
"8345149722","Reframax Engenharia","","2022-03-29 19:48"," +55 31 3029-8002","2022-04-28 23:48","Belo Horizonte","Brazil","Engenharia mecânica ou industrial","",""
"8345132898","Kallan Calçados","Gustavo Paulista","2022-03-29 19:48","","","São Paulo","Brazil","Varejo","",""
"8345172917","Buser","","2022-03-29 19:48","","","São Paulo","Brazil","","",""
"8345105670","Zanini Renk","","2022-03-29 19:48","","","Cravinhos","Brazil","Engenharia mecânica ou industrial","",""
"8345056176","MCM Montagens Industriais","","2022-03-29 19:48","","","","Brazil","Engenharia mecânica ou industrial","",""
"8345097911","Tequaly","","2022-03-29 19:48","","","","Brazil","","",""
"8345205141","Brasif","","2022-03-29 19:48","55 21 2197 4855","","Rio De Janeiro","Brazil","","",""
"8335506262","Arteris","","2022-03-28 15:53","","","São Paulo","Brazil","Transporte/caminhões/ferrovias","",""
"8335535716","Eletrofrio","","2022-03-28 15:53","","","Curitiba","Brazil","Recursos humanos","",""
"8335529907","Grupo Mueller","Gustavo Paulista","2022-03-28 15:53","","","Timbó","Brazil","Fabricação elétrica/eletrônica","",""
"8335834403","ASSA ABLOY Brasil","","2022-03-28 15:53","","","São Paulo","Brazil","Construção","",""
"8335519807","Inter Construtora","","2022-03-28 15:53","","","Juiz De Fora","Brazil","","",""
"8335829840","Grupo Comolatti S.A.","","2022-03-28 15:53","","","Sao Paulo","Brazil","","",""
"8335545870","Kuhn","Leonardo Marinzek","2022-03-28 15:53","","2022-04-08 11:05","Saverne","","Maquinário","",""
"8335529906","Gelopar Refrigeração Paranaense Ltda","","2022-03-28 15:53","","","Araucaria","Brazil","Fabricação elétrica/eletrônica","",""
"8335826774","Scheffer","","2022-03-28 15:53","55 65 33831464","","","Brazil","","",""
"8335826773","Unipac","Israel Tischler","2022-03-28 15:53"," +55 14 3405-2100","2022-04-08 10:45","","Brazil","Maquinário","",""
"8335607067","Baldan","","2022-03-28 15:53","55 16 3221 6500","","Matão","Brazil","Maquinário","",""
"8335597885","Alupar","","2022-03-28 15:53","551121849676","","1855","Brazil","Serviços de utilidade pública","",""
"8335501204","Ciser","","2022-03-28 15:53"," +554734413423","2022-08-22 16:09","Joinville","Brazil","Engenharia mecânica ou industrial","",""
"8335369831","B & Q Eletrificação Ltda","","2022-03-28 15:53","","","","Brazil","Serviços de instalações","",""
"8335807886","Metalúrgica Fey","Israel Tischler","2022-03-28 15:53","55 47 3281 7000","2022-04-10 15:35","Indaial","Brazil","Engenharia mecânica ou industrial","",""
"8335594024","VLI","","2022-03-28 15:53","","","São Paulo","Brazil","","",""
"8335506261","Paraibuna Embalagens","","2022-03-28 15:53","","","","Brazil","Papel e produtos florestais","",""
"8311277212","RB biocosméticos","","2022-03-24 11:05","","","Curitiba","Brazil","","",""
"8310544646","MPX Brokers","","2022-03-24 10:56","","2022-03-24 20:40","","Brazil","","",""
"8297549593","Bioxxi","","2022-03-22 22:03","","2022-04-13 14:51","Rio De Janeiro","Brazil","Hospital e cuidados de saúde","",""
"8297560645","Hospital Dom Alvarenga","","2022-03-22 22:03"," +55 11 2163-1700","","São Paulo","Brazil","","",""
"8297549592","Med Imagem","","2022-03-22 22:03","","","","Brazil","Hospital e cuidados de saúde","",""
"8296445012","Credpago","","2022-03-22 22:03","","","","Brazil","","",""
"8296407901","Grupo AUSTA","","2022-03-22 22:03","","","São José Do Rio Preto","Brazil","Hospital e cuidados de saúde","",""
"8297527619","Sorridents Clínicas Odontológicas","","2022-03-22 22:03"," +55 (21) 2671-4721","","Duque De Caxias","Brazil","Hospital e cuidados de saúde","",""
"8297474061","Silimed","","2022-03-22 22:03","","","SANTA BARBARA","United States","","",""
"8297486080","Fasano","","2022-03-22 22:03","","2023-03-06 14:34","Cerqueira Csar","Brazil","Hotelaria","",""
"8296394653","Hospital_EV","","2022-03-22 22:03","","","São Paulo","Brazil","Hospital e cuidados de saúde","",""
"8297486009","Hospital Casa de Saúde","","2022-03-22 22:03","55 13 3202 2500","","Santos","Brazil","Hospital e cuidados de saúde","",""
"8296461948","Hospital Angelina Caron","Israel Tischler","2022-03-22 22:03","","","Campina Grande","Brazil","","",""
"8297560644","Sinaf Seguros","","2022-03-22 22:03","","2022-08-09 08:41","Rio De Janeiro","Brazil","Seguro","",""
"8297486008","Brasil Brokers RJ","","2022-03-22 22:03","","","São Paulo","Brazil","Imobiliária","",""
"8297560643","Labchecap","","2022-03-22 22:03","","","Salvador","Brazil","Hospital e cuidados de saúde","",""
"8296407900","Carsystem","","2022-03-22 22:03","","","","Brazil","Serviços de instalações","",""
"8292233912","Brangels","","2022-03-22 11:46","","","","","","",""
"8292141739","Grupo Lunelli","","2022-03-22 11:46","","","","","","",""
"8291881364","IRB Brasil Resseguros SA","","2022-03-22 11:46"," +55 2 122720200","","Rio De Janeiro","Brazil","Seguro","",""
"8291812707","Sanar","","2022-03-22 11:46","","","","Brazil","","",""
"8291975944","Europ Assistance","","2022-03-22 11:46"," +55 11 4133-9060","","Barueri","Brazil","","",""
"8292063258","MOTOROLA SOLUTIONS","","2022-03-22 11:46","","","Burwood East","","Sem fio","",""
"8291975941","Desenvolvido por Dígito Zero","","2022-03-22 11:46","","2022-10-27 14:58","","Brazil","","",""
"8282903683","Citigroup Inc","","2022-03-21 21:25"," +1 212-559-1000","","New York","United States","Bancário","",""
"8282792285","Grupo Redebrasil","Pedro Alvim","2022-03-21 21:25","","2022-04-07 15:25","Porto Alegre","Brazil","Serviços financeiros","",""
"8282949897","HS PREVENT","","2022-03-21 21:25","","","São Paulo","Brazil","Serviços financeiros","",""
"8282949896","PREVI","","2022-03-21 21:25","","","","Brazil","Gestão de investimentos","",""
"8282824337","J A Rezende","","2022-03-21 21:25","","","São Paulo","Brazil","Serviços financeiros","",""
"8282792284","Credishop S/A","","2022-03-21 21:25","","2022-11-07 09:28","Teresina","Brazil","Serviços financeiros","",""
"8282717010","Up Brasil","Israel Tischler","2022-03-21 21:25","","","","Brazil","","",""
"8283076426","DMCard","","2022-03-21 21:25","","","São José Dos Campos","Brazil","Serviços financeiros","",""
"8282748326","Bellinati Perez","","2022-03-21 21:25"," +55 41 3311-9291","","Curitiba","Brazil","Prática de direito","",""
"8282748325","Sabemi","","2022-03-21 21:25","","","Porto Alegre","Brazil","Serviços financeiros","",""
"8282764064","CREDIT SUISSE GROUP","","2022-03-21 21:25","","","Zürich","","Bancário","",""
"8282870611","Crefaz","","2022-03-21 21:25","","","","Brazil","","",""
"8282981396","Will Bank","","2022-03-21 21:25","","","","Brazil","","",""
"8282963358","Azul Seguros","","2022-03-21 21:25","556130353535","","Rio De Janeiro","Brazil","Seguro","",""
"8282949895","Soulisto","","2022-03-21 21:25","","","","Brazil","","",""
"8282963357","Intervalor","","2022-03-21 21:25"," +55 11 3304-7000","","Sao Paulo","Brazil","Serviços financeiros","",""
"8282981395","Bevioficial","","2022-03-21 21:25","","","","Brazil","","",""
"8283012869","Grant Thornton LLP","","2022-03-21 21:25"," +1 312-602-8310","","Chicago","United States","","",""
"8273857286","Phiocare","","2022-03-21 12:07","","2022-03-24 14:16","","","","",""
"8273825365","rmicos E AcÃºsticos RemovÃveis E ReutilizÃ¡veis 16265 Fale conosco!","","2022-03-21 11:44","","2022-03-28 09:21","","","Construção","",""
"8226703522","Colomboagroindustria","","2022-03-18 11:29","","","","Brazil","","",""
"8227148346","Adeste","","2022-03-18 11:29","","","São Paulo","Brazil","Produção de alimentos","",""
"8226797372","Cialne","","2022-03-18 11:29","","","","Brazil","Produção de alimentos","",""
"8227113829","Abbott","","2022-03-18 11:29"," +1 224-667-6100","","","United States","Farmacêutica","",""
"8227148345","Alisul Alimentos S/A","","2022-03-18 11:29","55 51 2123 1400","","São Leopoldo","Brazil","Produção de alimentos","",""
"8226731898","Grupocrm","","2022-03-18 11:29","","","São Paulo","Brazil","","",""
"8226463757","clubmensalon.com.br","","2022-03-18 10:28","","2022-05-20 10:41","","","","",""
"8215228705","Mauricea Alimentos Facebook instagram","","2022-03-17 16:03","","","Carpina","Brazil","","",""
"8215069258","RAR","","2022-03-17 16:03","","2023-02-03 17:18","","Brazil","","",""
"8215123540","Guaraves","","2022-03-17 16:03","","","","Brazil","Alimentos e bebidas","",""
"8215242411","Divino Fogão","","2022-03-17 16:03","","2023-01-31 08:46","S?o Paulo","Brazil","Restaurantes","",""
"8215224348","Grupo Dellys","Valéria Silva","2022-03-17 16:03","","","","Brazil","","",""
"8214000045","Rica Alimentos","","2022-03-17 16:03","","","JACAREPAGUA","Brazil","","",""
"8215165768","Fribal","","2022-03-17 16:03","","","","Brazil","Alimentos e bebidas","",""
"8193983138","AFC - Ascensus Full Commerce","","2022-03-16 13:11","","2022-03-23 10:03","","","","",""
"8192343387","alegra.com.br","","2022-03-16 11:10","","","","","","",""
"8192546430","CALÇADOS ITAPUÃ","","2022-03-16 11:10","552721247750","","Vila Velha","Brazil","","",""
"8192487498","Drogaria Moderna","Lucas Galante","2022-03-16 11:10"," +55 (24) 2252-3028","","Três Rios","Brazil","Ensino superior","",""
"8192510308","Lojas MM","","2022-03-16 11:10","558006442014","","2252","Brazil","Software de computador","",""
"8192510307","Padre Cícero Auto Peças","","2022-03-16 11:10"," +55 (85) 3433-6688","","Fortaleza","Brazil","","",""
"8192546429","AD'ORO","Pedro Alvim","2022-03-16 11:10","","2022-11-21 14:57","","Brazil","","",""
"8192343385","Farmácias Morifarma","","2022-03-16 11:10","","","Curitiba","Brazil","","",""
"8192487496","Empreendimentos Pague Menos S.A.","","2022-03-16 11:10","","","Cidade Dos Funcionrios","Brazil","","",""
"8192448513","Oggi Sorvetes","Julia Borges","2022-03-16 11:10","","","São Paulo","Brazil","Alimentos e bebidas","",""
"8192257295","Lojas Becker","Gustavo Paulista","2022-03-16 11:10","","","","Brazil","","",""
"8192460803","Rosa Branca","","2022-03-16 11:10","","","Canoas","Brazil","","",""
"8178428582","Bariservice","","2022-03-15 14:38","","","","","","",""
"8178308254","SECULUS","","2022-03-15 14:38","","","Belo Horizonte","Brazil","","",""
"8178244990","Bettanin","","2022-03-15 14:38","","","Esteio","Brazil","Administração governamental","",""
"8178656377","HStern","Gustavo Paulista","2022-03-15 14:38","552122200077","","Rio de Janeiro","Brazil","Varejo","",""
"8178408995","Prodap","Israel Tischler","2022-03-15 14:38"," +55 31 3555-0800","2022-04-13 10:16","Belo Horizonte","Brazil","Bens de consumo","",""
"8178656376","Guide","","2022-03-15 14:38"," +55 11 3003-5015","","São Paulo","Brazil","Lazer, viagens e turismo","",""
"8154313873","Whido","","2022-03-12 15:36","","2022-04-01 11:16","","Brazil","","",""
"8147896237","Grupo Bem Barato","","2022-03-11 11:19","","2022-04-25 08:12","","Brazil","","",""
"8147871508","AutoZone","","2022-03-11 11:19"," +1 901-495-6500","","Memphis","United States","Automotivo","",""
"8147906931","Super Muffato","","2022-03-11 11:19","554521021800","2022-08-01 16:22","Cambé","Brazil","Supermercados","",""
"8147892554","Todimo","","2022-03-11 11:19","","2022-12-12 09:04","Cuiaba","Brazil","","",""
"8147914591","Mercado Car","Israel Tischler","2022-03-11 11:19","","2023-05-29 15:16","So Paulo","Brazil","Varejo","",""
"8147965219","Grupo Destro","","2022-03-11 11:19","","","São Paulo","Brazil","Atacado","",""
"8147941290","Madeiranit","Israel Tischler","2022-03-11 11:19","","","São Paulo","Brazil","","",""
"8147900548","Grupo Canopus","","2022-03-11 11:19","","","Cuiabá","Brazil","","",""
"8147978388","Di Santinni","Enzo Cabau","2022-03-11 11:19","551140032157","","104","Brazil","Varejo","",""
"8147892553","loja eletrica ltda.","","2022-03-11 11:19","","","Belo Horizonte","Brazil","","",""
"8147961739","Supermercado Carone","","2022-03-11 11:19"," +55 (27) 3382-3050","2022-04-28 13:37","Vitória","Brazil","Supermercados","",""
"8147195819","risotolÂndia","","2022-03-11 07:43","","","Araucária","Brazil","Produção de alimentos","",""
"8147182127","Mania de Churrasco","Julia Borges","2022-03-11 07:43"," +55 (11) 5181-2078","","São Paulo","Brazil","Restaurantes","",""
"8147168693","Tibério Construções e Incorporações S/A","","2022-03-11 07:43","55 11 3051 9999","","Sao Paulo","Brazil","Imobiliária","",""
"8147182126","Brookfield Energia Renovável","","2022-03-11 07:42","","","","Brazil","","",""
"8147133844","Navistar","","2022-03-11 07:42","","","","","","",""
"8147179082","Grupo Padrão","","2022-03-11 07:42"," +55 11 3125-2244","","São Paulo","Brazil","Publicação","",""
"8147121310","Wam","","2022-03-11 07:42","","","","Brazil","","",""
"8147157409","Fogás","","2022-03-11 07:42"," +55 68 2106-9292","","Rio Branco","Brazil","Automotivo","",""
"8147157408","Plena Alimentos ","Israel Tischler","2022-03-11 07:42","","","Vila Velha","Brazil","Produção de alimentos","",""
"8147211871","Editora Paralela","","2022-03-11 07:42","","","São Paulo","Brazil","Publicação","",""
"8147182125","Forship Engenharia","","2022-03-11 07:42","55 21 3970 8900","","Rio De Janeiro","Brazil","","",""
"8147172181","Omega Energia","","2022-03-11 07:42","","","Belo Horizonte","Brazil","","",""
"8147220632","Piccadilly","Valéria Silva","2022-03-11 07:42","55 51 3549 9600","2023-07-05 07:47","Igrejinha","Brazil","Bens de consumo","",""
"8147106860","Mercadofavo","","2022-03-11 07:42","","","","","","",""
"8147195817","HSM","","2022-03-11 07:42","551146896600","","989","Brazil","","",""
"8147209305","Prime Vacation","","2022-03-11 07:42","","","","Brazil","","",""
"8147139122","Círculo S/A","","2022-03-11 07:42","55 47 3331 9500","","Gaspar","Brazil","Têxteis","",""
"8147217435","Khronos Distribuidora","Lucas Galante","2022-03-11 07:42","","","São José","Brazil","Segurança e investigações","",""
"8147106859","Dela Foods","","2022-03-11 07:42","","","Londrina","Brazil","","",""
"8147157407","Adar Tecidos","","2022-03-11 07:42"," +55 11 3202-5000","","São Paulo","Brazil","Têxteis","",""
"8147228191","Valenet","Israel Tischler","2022-03-11 07:42","","","","Brazil","","",""
"8147137369","Agrodanieli","","2022-03-11 07:42","","","Tapejara","Brazil","","",""
"8147225754","Exal Excelência em Alimentação","","2022-03-11 07:42","","","Curitiba","Brazil","Restaurantes","",""
"8147106858","Tuper","","2022-03-11 07:42","","","Feira De Santana","Brazil","","",""
"8147137368","Rosset Têxtil","Valéria Silva","2022-03-11 07:42","55 11 3226 8801","","Sao Paulo","Brazil","","",""
"8147137367","Cabo Telecom","","2022-03-11 07:42"," +55 (84) 2010-2010","2022-03-25 10:52","Natal","Brazil","Telecomunicações","",""
"8147223216","Grupo Apisul","","2022-03-11 07:42"," +55 (51) 2121-9000","","Porto Alegre","Brazil","Seguro","",""
"8147161196","Tópico","","2022-03-11 07:42"," +55 800 120 1200","","Sao Paulo","Brazil","","",""
"8147097116","Empiricus","","2022-03-11 07:42","","","Sao Paulo","Brazil","Serviços financeiros","",""
"8147121308","Autotrac","","2022-03-11 07:42","","","Brasilia","Brazil","","",""
"8147209304","DAF Trucks N.V.","","2022-03-11 07:42","","2022-05-11 10:29","Eindhoven","Netherlands","Automotivo","",""
"8147228190","Cataguases","","2022-03-11 07:42"," +55 32 99971-5205","","Cataguases","Brazil","Têxteis","",""
"8147189175","Santo Antônio Energia","","2022-03-11 07:42"," +55 11 3702-2250","","São Paulo","Brazil","","",""
"8147149438","REMAX Brasil","","2022-03-11 07:42"," +55 11 4210-3609","","Barueri","Brazil","Imobiliária","",""
"8147142262","CJ Corporation","","2022-03-11 07:42","","","Seoul","Korea, Republic of","Biotecnologia","",""
"8147185674","CONSIGAZ","","2022-03-11 07:42","","","Sao Paulo","Brazil","Petróleo e energia","",""
"8147182123","Itsseg","","2022-03-11 07:42","","","São Paulo","Brazil","","",""
"8147121307","Greal","","2022-03-11 07:42","","","","Brazil","","",""
"8147154250","Armac Locação","","2022-03-11 07:42","","2022-04-13 10:47","São Paulo","Brazil","Logística e cadeia de suprimento","",""
"8147192479","Aviva","","2022-03-11 07:42","","","","Brazil","","",""
"8124736855","Trilhadacomunicacao","","2022-03-08 10:42","","2022-03-09 19:13","","","","",""
"8124614792","Grupo Araunah","","2022-03-08 10:12","","2022-03-18 18:28","Uberaba","Brazil","","",""
"8119442524","ACCO Brands","","2022-03-07 18:46"," +1 847-541-9500","2022-04-13 14:33","Lake Zurich","United States","Bens de consumo","",""
"8118810779","Ascensus Group","","2022-03-07 16:33"," +55 11 2609-1571","2022-03-23 10:03","São Paulo","Brazil","","",""
"8117127212","Sherwin-Williams","","2022-03-07 12:26","55 47 88 65 99","2022-03-08 16:17","Sao Paulo","Brazil","Produtos químicos","",""
"8115542919","gadoholandesrs.com.br","","2022-03-07 09:04","","","","","","",""
"8086390576","Di Gaspi","Gustavo Paulista","2022-03-04 11:24","","","São Paulo","Brazil","Varejo","",""
"8085708860","Farma Ponte","Enzo Cabau","2022-03-04 11:24","","","Sao Paulo","Brazil","","",""
"8086943747","Drogão Super","","2022-03-04 11:24"," +55 16 3913-3300","","Ribeirão Prêto","Brazil","","",""
"8086236971","Castrillon Autopeças","Israel Tischler","2022-03-04 11:24"," +55 65 3645-4400","2022-04-20 17:28","","Brazil","","",""
"8086206271","Titanlat","","2022-03-04 11:24","","","","Brazil","","",""
"8086932832","Loghaus","","2022-03-04 11:24","","","Blumenau","Brazil","","",""
"8086298968","La-Bridgestone","","2022-03-04 11:24","","2022-03-18 17:12","","United States","","",""
"8086288562","Grupo OVD","","2022-03-04 11:24","","","","Brazil","Engenharia mecânica ou industrial","",""
"8086288556","Carvalima Transportes","","2022-03-04 11:24","","","Cuiabá","Brazil","Logística e cadeia de suprimento","",""
"8084491834","Iteris Consultoria","","2022-03-04 08:52","","2023-05-17 15:00","Sao Paulo","Brazil","Tecnologia da informação e serviços","",""
"8084284825","DBC","","2022-03-04 08:52"," +555130928400","","Porto Alegre","Brazil","Tecnologia da informação e serviços","",""
"8084305032","Casa dos Ventos","","2022-03-04 08:52","55 11 4084 4200","","São Paulo","Brazil","Renováveis ​​e meio ambiente","",""
"8084869707","Colormaq","","2022-03-04 08:52","","","São Paulo","Brazil","Bens de consumo","",""
"8084475413","Home Doctor","","2022-03-04 08:52","","","São Paulo","Brazil","Hospital e cuidados de saúde","",""
"8083706472","Keeggo","","2022-03-04 08:52","","","","Brazil","","",""
"8084960526","Geap Saúde","","2022-03-04 08:52","556721064310","","","Brazil","Saúde, bem-estar e fitness","",""
"8084518960","Atlas Eletrodomésticos","Gustavo Paulista","2022-03-04 08:52","","","","Brazil","Bens de consumo","",""
"8084830904","Pluris Mídia","","2022-03-04 08:52","","","São Paulo","Brazil","Serviços ao consumidor","",""
"8083706471","Betha Sistemas","Leonardo Marinzek","2022-03-04 08:52"," +55 48 3431-0733","","Criciúma","Brazil","Software de computador","",""
"8084460824","Credit Cash Assessoria Financeira","","2022-03-04 08:52","","","","Brazil","Serviços financeiros","",""
"8084885299","Service IT","","2022-03-04 08:52"," +55 11 2595-1400","","Sao Paulo","Brazil","Software de computador","",""
"8084284822","Gupy","","2022-03-04 08:52","","2022-09-28 16:53","São Paulo","Brazil","Pessoal e recrutamento","",""
"8084305030","DIMEP","","2022-03-04 08:52","","","São Paulo","Brazil","Fabricação elétrica/eletrônica","",""
"8084960525","Brascabos Componentes Elétricos e Eletrônicos Ltda.","","2022-03-04 08:52","","","São Paulo","Brazil","Engenharia mecânica ou industrial","",""
"8084916867","CBSI","","2022-03-04 08:52","","","","Brazil","","",""
"8084991140","SIN Sistema de Implante Nacional Ltda.","","2022-03-04 08:52","55 11 2169 3000","2022-03-23 14:16","São Paulo","Brazil","Saúde, bem-estar e fitness","",""
"8083706470","Allonda","","2022-03-04 08:52","","","Barueri","Brazil","Serviços ambientais","",""
"8084960524","VIASOFT Softwares Empresariais","","2022-03-04 08:52","55 46 2101 7777","","Pato Branco","Brazil","Software de computador","",""
"8084475410","RD Station","Lucas Galante","2022-03-04 08:52"," +55 48 3037-3600","","Florianópolis","Brazil","","",""
"8084389507","Bio Extratus","Lucas Galante","2022-03-04 08:52","","","Cascavel","Brazil","Saúde, bem-estar e fitness","",""
"8084460823","Liderança Capitalização SA","","2022-03-04 08:52","","2022-03-18 17:23","Sao Paulo","Brazil","","",""
"8084491831","Ndd","","2022-03-04 08:52","","","Lages","Brazil","Software de computador","",""
"8084475409","Romagnole S.A.","","2022-03-04 08:52","","","Mandaguari","Brazil","Serviços de utilidade pública","",""
"8084885298","ISH Tecnologia","","2022-03-04 08:52","","","Vitória","Brazil","Tecnologia da informação e serviços","",""
"8084408082","Omint","","2022-03-04 08:52","40044011","","Sao Paulo","Brazil","Seguro","",""
"8084306438","Braspine","","2022-03-04 08:52","55 51 3346 3166","","Porto Alegre","Brazil","","",""
"8084408081","Brasil Risk","","2022-03-04 08:52","","","São Paulo","Brazil","Consultoria de gestão","",""
"8084408080","Le Postiche","Gustavo Paulista","2022-03-04 08:52"," +55 (61) 3328-0643","","São Paulo","Brazil","Projeto","",""
"8084960522","Marchesan S.A.","","2022-03-04 08:52","55 16 3382 8282","","Matao","Brazil","","",""
"8084885297","Cebrace","","2022-03-04 08:52","55 12 3954 9000","","Jacareí","Brazil","","",""
"8070124401","Ramper","","2022-03-03 10:41","","","São Paulo","Brazil","Software de computador","",""
"8061493773","123Milhas","","2022-03-02 15:15","","","","Brazil","","",""
"8061465352","Grupo Líder","Israel Tischler","2022-03-02 15:15"," +55 91 4008-1003","2022-10-26 15:30","Belém","Brazil","","",""
"8061501198","Atakadão Atakarejo","","2022-03-02 15:15","","2022-03-25 11:13","Salvador","Brazil","","",""
"8061538904","Hebron S.A.","","2022-03-02 15:15","","","Recife","Brazil","Farmacêutica","",""
"8061449753","Daiichi Sankyo Brasil","Pedro Alvim","2022-03-02 15:15","","","","","","",""
"8061549389","Centrosul","","2022-03-02 15:15","","","","","","",""
"8061493772","Clima Rio","","2022-03-02 15:15","","","","Brazil","","",""
"8061473811","Dislab","","2022-03-02 15:15","","","","Brazil","Farmacêutica","",""
"8061417332","Zydus Brasil","","2022-03-02 15:15","","","","Brazil","","",""
"8061480031","Tecar","","2022-03-02 15:15","","","Belo Horizonte","Brazil","Varejo","",""
"8061523377","Livrarias Curitiba","","2022-03-02 15:15","","","Curitiba","Brazil","Varejo","",""
"8061557055","JSB Distribuidora","","2022-03-02 15:15","","","Fortaleza","Brazil","Transporte/caminhões/ferrovias","",""
"8061563530","Diagnósticos do Brasil","","2022-03-02 15:15","","","","Brazil","Ensino superior","",""
"8061563529","Jorlan Sa Veiculos Automotores Importacao E Comercio","","2022-03-02 15:15","","","Brasilia","Brazil","","",""
"8061538903","VITAMEDIC","","2022-03-02 15:15","","","","Brazil","","",""
"8062046355","Multilab","","2022-03-02 15:15","55 51 3651 5114","","Sao Jeronimo","Brazil","Farmacêutica","",""
"8061424400","Solfarma Distribuidora","","2022-03-02 15:15","","2022-03-18 17:51","São Paulo","Brazil","Farmacêutica","",""
"8045606581","Languiru","Israel Tischler","2022-02-28 23:43","","2022-03-07 16:30","","Brazil","","",""
"8050042664","Eurosono","Gustavo Paulista","2022-02-28 23:43","","2022-03-18 18:06","Recife","Brazil","","",""
"8045786413","Trombini","","2022-02-28 23:43","55 41 2169 1100","","Curitiba","Brazil","Papel e produtos florestais","",""
"8044621212","Strattner","","2022-02-28 23:43","","","Rio De Janeiro","Brazil","Dispositivos médicos","",""
